,,,,,,,,,,Latitude,Longitude,Actual Lat,Actual Lon,Precision (metres),,,,Coordinate,Metres
,,,,,"$GPGGA,185715.000,3950.9394,N,07531.0696,W,1,08,1.15,116.5,M,-33.8,M,,*5B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185715.000,A,3950.9394,N,07531.0696,W,0.53,357.11,070424,,,A*70",39.848990,-75.517827,"39.84899,-75.51782667",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185717.000,A,3950.9371,N,07531.0679,W,6.49,145.33,070424,,,A*74",39.848952,-75.517798,"39.84895167,-75.51779833",,,,,,,,,,,
,,,,,"$GPGGA,185718.000,3950.9355,N,07531.0655,W,1,08,1.15,117.0,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185718.000,A,3950.9355,N,07531.0655,W,9.06,130.30,070424,,,A*76",39.848925,-75.517758,"39.848925,-75.51775833",,,,,,,,,,,
,,,,,"$GPGGA,185719.000,3950.9336,N,07531.0621,W,1,08,1.15,117.2,M,-33.8,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185719.000,A,3950.9336,N,07531.0621,W,11.25,128.64,070424,,,A*41",39.848893,-75.517702,"39.84889333,-75.51770167",,,,,,,,,,,
,,,,,"$GPGGA,185720.000,3950.9316,N,07531.0585,W,1,08,1.15,117.6,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185720.000,A,3950.9316,N,07531.0585,W,11.81,129.09,070424,,,A*40",39.848860,-75.517642,"39.84886,-75.51764167",,,,,,,,,,,
,,,,,"$GPGGA,185721.000,3950.9297,N,07531.0554,W,1,08,1.15,118.0,M,-33.8,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,165,32,19,67,336,31,17,63,053,36,06,61,244,40*73",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,42,155,34,03,34,059,20,44,27,234,25,11,23,233,20*71",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,287,15,12,04,318,,02,03,055,*4C",,,,,,,,,,,,,,
,,,,,"$GPRMC,185721.000,A,3950.9297,N,07531.0554,W,10.38,129.00,070424,,,A*4F",39.848828,-75.517590,"39.84882833,-75.51759",,,,,,,,,,,
,,,,,"$GPGGA,185722.000,3950.9281,N,07531.0529,W,1,08,1.15,118.3,M,-33.8,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185722.000,A,3950.9281,N,07531.0529,W,8.02,126.29,070424,,,A*75",39.848802,-75.517548,"39.84880167,-75.51754833",,,,,,,,,,,
,,,,,"$GPGGA,185723.000,3950.9271,N,07531.0505,W,1,08,1.15,118.6,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185723.000,A,3950.9271,N,07531.0505,W,7.54,109.45,070424,,,A*7E",39.848785,-75.517508,"39.848785,-75.51750833",,,,,,,,,,,
,,,,,"$GPGGA,185722.000,3950.9281,N,07531.0529,W,1,08,1.15,118.3,M,-33.8,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185722.000,A,3950.9281,N,07531.0529,W,8.02,126.29,070424,,,A*75",39.848802,-75.517548,"39.84880167,-75.51754833",,,,,,,,,,,
,,,,,"$GPGGA,185723.000,3950.9271,N,07531.0505,W,1,08,1.15,118.6,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185723.000,A,3950.9271,N,07531.0505,W,7.54,109.45,070424,,,A*7E",39.848785,-75.517508,"39.848785,-75.51750833",,,,,,,,,,,
,,,,,"$GPGGA,185724.000,3950.9267,N,07531.0477,W,1,08,1.15,118.8,M,-33.8,M,,*5A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185724.000,A,3950.9267,N,07531.0477,W,8.36,86.69,070424,,,A*49",39.848778,-75.517462,"39.84877833,-75.51746167",,,,,,,,,,,
,,,,,"$GPGGA,185725.000,3950.9276,N,07531.0444,W,1,08,1.11,118.9,M,-33.8,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185725.000,A,3950.9276,N,07531.0444,W,11.74,53.44,070424,,,A*71",39.848793,-75.517407,"39.84879333,-75.51740667",,,,,,,,,,,
,,,,,"$GPGGA,185726.000,3950.9299,N,07531.0410,W,1,08,1.15,118.7,M,-33.8,M,,*57",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,165,41,19,67,336,36,17,63,053,33,06,61,244,33*71",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,42,155,35,03,33,059,27,44,27,234,28,11,23,233,25*78",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,287,27,12,04,318,,02,02,055,*4C",,,,,,,,,,,,,,
,,,,,"$GPRMC,185726.000,A,3950.9299,N,07531.0410,W,14.09,40.12,070424,,,A*7C",39.848832,-75.517350,"39.84883167,-75.51735",,,,,,,,,,,
,,,,,"$GPGGA,185727.000,3950.9332,N,07531.0376,W,1,08,1.15,118.6,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185727.000,A,3950.9332,N,07531.0376,W,15.66,36.27,070424,,,A*75",39.848887,-75.517293,"39.84888667,-75.51729333",,,,,,,,,,,
,,,,,"$GPGGA,185728.000,3950.9366,N,07531.0340,W,1,08,",,,,,,,,,,,,,,
,,,,,"$GPRMC,185726.000,A,3950.9299,N,07531.0410,W,14.09,40.12,070424,,,A*7C",39.848832,-75.517350,"39.84883167,-75.51735",,,,,,,,,,,
,,,,,"$GPGGA,185727.000,3950.9332,N,07531.0376,W,1,08,1.15,118.6,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185727.000,A,3950.9332,N,07531.0376,W,15.66,36.27,070424,,,A*75",39.848887,-75.517293,"39.84888667,-75.51729333",,,,,,,,,,,
,,,,,"$GPGGA,185728.000,3950.9366,N,07531.0340,W,1,08,1.15,118.2,M,-33.8,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185728.000,A,3950.9366,N,07531.0340,W,16.54,39.43,070424,,,A*71",39.848943,-75.517233,"39.84894333,-75.51723333",,,,,,,,,,,
,,,,,"$GPGGA,185729.000,3950.9402,N,07531.0303,W,1,08,1.15,118.1,M,-33.8,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185729.000,A,3950.9402,N,07531.0303,W,17.35,37.98,070424,,,A*7C",39.849003,-75.517172,"39.84900333,-75.51717167",,,,,,,,,,,
,,,,,"$GPGGA,185730.000,3950.9441,N,07531.0264,W,1,08,1.15,118.1,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185730.000,A,3950.9441,N,07531.0264,W,17.97,40.00,070424,,,A*7A",39.849068,-75.517107,"39.84906833,-75.51710667",,,,,,,,,,,
,,,,,"$GPGGA,185731.000,3950.9479,N,07531.0219,W,1,08,1.15,118.1,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,165,42,19,67,336,32,17,63,053,35,06,61,244,35*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,42,155,36,03,33,059,29,44,27,234,27,11,23,233,26*79",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,287,20,12,04,318,,02,02,055,*4B",,,,,,,,,,,,,,
,,,,,"$GPRMC,185731.000,A,3950.9479,N,07531.0219,W,18.36,43.35,070424,,,A*7B",39.849132,-75.517032,"39.84913167,-75.51703167",,,,,,,,,,,
,,,,,"$GPGGA,185732.000,3950.9514,N,07531.0170,W,1,08,1.15,118.0,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185732.000,A,3950.9514,N,07531.0170,W,17.93,49.35,0",39.849190,-75.516950,"39.84919,-75.51695",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185732.000,A,3950.9514,N,07531.0170,W,17.93,49.35,070424,,,A*74",39.849190,-75.516950,"39.84919,-75.51695",,,,,,,,,,,
,,,,,"$GPGGA,185733.000,3950.9543,N,07531.0118,W,1,08,1.15,118.4,M,-33.8,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185733.000,A,3950.9543,N,07531.0118,W,17.90,57.23,070424,,,A*72",39.849238,-75.516863,"39.84923833,-75.51686333",,,,,,,,,,,
,,,,,"$GPGGA,185734.000,3950.9569,N,07531.0062,W,1,08,1.15,118.7,M,-33.8,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185734.000,A,3950.9569,N,07531.0062,W,17.56,63.50,070424,,,A*78",39.849282,-75.516770,"39.84928167,-75.51677",,,,,,,,,,,
,,,,,"$GPGGA,185735.000,3950.9590,N,07531.0003,W,1,08,1.15,119.2,M,-33.8,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185735.000,A,3950.9590,N,07531.0003,W,17.64,70.88,070424,,,A*7E",39.849317,-75.516672,"39.84931667,-75.51667167",,,,,,,,,,,
,,,,,"$GPGGA,185736.000,3950.9606,N,07530.9941,W,1,08,1.15,119.7,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,165,42,19,67,336,30,17,63,053,35,06,61,244,37*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,41,156,39,03,33,059,25,44,27,234,26,11,23,234,24*7E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,287,22,12,04,318,,02,02,055,*49",,,,,,,,,,,,,,
,,,,,"$GPRMC,185736.000,A,3950.9606,N,07530.9941,W,17.81,75.67,070424,,,A*79",39.849343,-75.516568,"39.84934333,-75.51656833",,,,,,,,,,,
,,,,,"$GPGGA,185737.000,3950.9620,N,07530.9878,W,1,08,1.15,120.3,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185737.000,A,3950.9620,N,07530.9878,W,17.62,76.24,070424,,,A*7E",39.849367,-75.516463,"39.84936667,-75.51646333",,,,,,,,,,,
,,,,,"$GPGGA,185738.000,3950.9634,N,07530.9815,W,1,08,1.15,121.1,M,-33.8,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185738.000,A,3950.9634,N,07530.9815,W,18.40,74.93,070424,,,A*7E",39.849390,-75.516358,"39.84939,-75.51635833",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,165,43,19,67,337,32,17,63,054,35,06,61,244,36*72",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,41,156,40,03,33,059,27,44,27,234,26,11,23,234,23*75",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,287,24,12,04,318,,02,02,055,*4F",,,,,,,,,,,,,,
,,,,,"$GPRMC,185741.000,A,3950.9689,N,07530.9609,W,20.17,69.49,070424,,,A*77",39.849482,-75.516015,"39.84948167,-75.516015",,,,,,,,,,,
,,,,,"$GPGGA,185742.000,3950.9713,N,07530.9539,W,1,07,1.31,123.7,M,-33.8,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,06,14,11,24,22,17,19,,,,,,1.60,1.31,0.92*06",,,,,,,,,,,,,,
,,,,,"$GPRMC,185742.000,A,3950.9713,N,07530.9539,W,20.35,67.91,070424,,,A*7D",39.849522,-75.515898,"39.84952167,-75.51589833",,,,,,,,,,,
,,,,,":A�185743.000,3950.9736,N,07530.9470,W,1,08,1.15,124.4,M,-33.8,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185743.000,A,3950.9736,N,07530.9470,W,20.40,63.89,070424,,,A*78",39.849560,-75.515783,"39.84956,-75.51578333",,,,,,,,,,,
,,,,,"$GPGGA,185744.000,3950.9765,N,07530.9402,W,1,08,1.15,125.0,M,-33.9,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185744.000,A,3950.9765,N,07530.9402,W,21.46,59.98,070424,,,A*72",39.849608,-75.515670,"39.84960833,-75.51567",,,,,,,,,,,
,,,,,"$GPGGA,185745.000,3950.9796,N,07530.9331,W,1,08,1.15,125.5,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185745.000,A,3950.9796,N,07530.9331,W,22.43,59.89,070424,,,A*7E",39.849660,-75.515552,"39.84966,-75.51555167",,,,,,,,,,,
,,,,,"$GPGGA,185746.000,3950.9829,N,07530.9258,W,1,08,1.15,125.9,M,-33.9,M,,*53",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,166,35,19,67,337,26,17,63,054,26,06,61,244,36*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,41,156,37,03,33,059,33,44,27,234,29,11,23,234,25*79",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,286,27,12,04,318,,02,02,055,*4D",,,,,,,,,,,,,,
,,,,,"$GPRMC,185746.000,A,3950.9829,N,07530.9258,W,23.47,57.70,070424,,,A*75",39.849715,-75.515430,"39.849715,-75.51543",,,,,,,,,,,
,,,,,"$GPGSA,A,3,06,14,11,24,22,17,19,,,,,,2.81,1.59,2.32*0C",,,,,,,,,,,,,,
,,,,,"$GPRMC,185749.000,A,3950.9949,N,07530.9056,W,23.31,46.15,070424,,,A*73",39.849915,-75.515093,"39.849915,-75.51509333",,,,,,,,,,,
,,,,,"$GPGGA,185750.000,3950.9997,N,07530.8997,W,1,07,1.59,126.8,M,-33.9,M,,*5C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,06,14,11,24,22,17,19,,,,,,2.81,1.59,2.32*0C",,,,,,,,,,,,,,
,,,,,"$GPRMC,185750.000,A,3950.9997,N,07530.8997,W,23.05,42.65,070424,,,A*79",39.849995,-75.514995,"39.849995,-75.514995",,,,,,,,,,,
,,,,,"$GPGGA,185751.000,3951.0046,N,07530.8942,W,1,08,1.15,127.5,M,-33.9,M,,*53",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,166,40,19,67,337,32,17,63,054,36,06,61,244,34*73",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,41,156,36,03,33,059,29,44,27,234,27,11,23,234,24*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,286,21,12,04,318,,02,02,055,*4B",,,,,,,,,,,,,,
,,,,,"$GPRMC,185751.000,A,3951.0046,N,07530.8942,W,23.06,40.99,070424,,,A*7F",39.850077,-75.514903,"39.85007667,-75.51490333",,,,,,,,,,,
,,,,,"$GPGGA,185752.000,3951.0097,N,07530.8887,W,1,08,1.15,128.1,M,-33.9,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185752.000,A,3951.0097,N,07530.8887,W,23.25,40.47,070424,,,A*7A",39.850162,-75.514812,"39.85016167,-75.51481167",,,,,,,,,,,
,,,,,"$GPGGA,185753.000,3951.0149,N,07530.8833,W,1,08,1.15,128.9,M,-33.9,M,,*5B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185753.000,A,3951.0149,N,07530.8833,W,23.29,41.06,070424,,,A*7E",39.850248,-75.514722,"39.85024833,-75.51472167",,,,,,,,,,,
,,,,,"$GPGGA,185754.000,3951.0199,N,07530.8778,W,1,08,1.15,129.9,M,-33.9,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185754.000,A,3951.0199,N,07530.8778,W,23.28,41.35,070424,,,A*75",39.850332,-75.514630,"39.85033167,-75.51463",,,,,,,,,,,
,,,,,"$GPGGA,185755.000,3951.0249,N,07530.8725,W,1,08,1.15,130.8,M,-33.9,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185755.000,A,3951.0249,N,07530.8725,W,22.75,40.42,070424,,,A*7A",39.850415,-75.514542,"39.850415,-75.51454167",,,,,,,,,,,
,,,,,"$GPGGA,185757.000,3951.0348,N,07530.8629,W,1,08,1.15,132.4,M,-33.9,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185757.000,A,3951.0348,N,07530.8629,W,21.49,36.38,070424,,,A*75",39.850580,-75.514382,"39.85058,-75.51438167",,,,,,,,,,,
,,,,,"$GPGGA,185758.000,3951.0396,N,07530.8588,W,1,08,1.15,133.2,M,-33.9,M,,*5C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185758.000,A,3951.0396,N,07530.8588,W,19.94,32.86,070424,,,A*7B",39.850660,-75.514313,"39.85066,-75.51431333",,,,,,,,,,,
,,,,,"$GPGGA,185759.000,3951.0446,N,07530.8559,W,1,08,1.15,134.0,M,-33.9,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185759.000,A,3951.0446,N,07530.8559,W,18.63,26.53,070424,,,A*78",39.850743,-75.514265,"39.85074333,-75.514265",,,,,,,,,,,
,,,,,"$GPGGA,185800.000,3951.0491,N,07530.8538,W,1,08,1.15,134.5,M,-33.9,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185800.000,A,3951.0491,N,07530.8538,W,16.37,23.02,070424,,,A*78",39.850818,-75.514230,"39.85081833,-75.51423",,,,,,,,,,,
,,,,,"$GPGGA,185801.000,3951.0531,N,07530.8520,W,1,08,1.15,135.7,M,-33.9,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.03,1.15,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,166,20,19,67,337,34,17,63,054,43,06,61,244,35*70",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,41,156,23,03,33,058,27,44,27,234,26,11,23,234,24*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,286,17,12,04,318,,02,02,055,*4E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185801.000,A,3951.0531,N,07530.8520,W,13.59,16.82,070424,,,A*78",39.850885,-75.514200,"39.850885,-75.5142",,,,,,,,,,,
,,,,,"$GPGGA,185802.000,3951.0565,N,07530.8505,W,1,08,1.11,136.4,M,-33.9,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185802.000,A,3951.0565,N,07530.8505,W,11.82,16.86,070424,,,A*7D",39.850942,-75.514175,"39.85094167,-75.514175",,,,,,,,,,,
,,,,,"$GPGGA,185803.000,3951.0597,N,07530.8493,W,1,08,1.11,136.8,M,-",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185804.000,A,3951.0633,N,07530.8478,W,13.55,20.70,070424,,,A*74",39.851055,-75.514130,"39.851055,-75.51413",,,,,,,,,,,
,,,,,"$GPGGA,185805.000,3951.0673,N,07530.8460,W,1,08,1.11,138.3,M,-33.9,M,,*5C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185805.000,A,3951.0673,N,07530.8460,W,15.55,22.12,070424,,,A*78",39.851122,-75.514100,"39.85112167,-75.5141",,,,,,,,,,,
,,,,,"$GPGGA,185806.000,3951.0718,N,07530.8443,W,1,08,1.11,138.6,M,-33.9,M,,*57",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,22,67,166,23,19,67,337,34,17,63,054,44,06,61,244,35*74",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,41,156,28,03,33,058,21,44,27,234,26,11,23,234,32*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,286,17,12,04,318,,02,02,055,*4E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185806.000,A,3951.0718,N,07530.8443,W,16.50,19.99,070424,,,A*7B",39.851197,-75.514072,"39.85119667,-75.51407167",,,,,,,,,,,
,,,,,"$GPGGA,185807.000,3951.0764,N,07530.8426,W,1,08,1.11,138.9,M,-33.9,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185807.000,A,3951.0764,N,07530.8426,W,17.02,19.13,070424,,,A*76",39.851273,-75.514043,"39.85127333,-75.51404333",,,,,,,,,,,
,,,,,"$GPGGA,185808.000,3951.0812,N,07530.8405,W,1,08,1.11,139.6,M,-33.9,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185808.000,A,3951.0812,N,07530.8405,W,17.75,20.25,070424,,,A*79",39.851353,-75.514008,"39.85135333,-75.51400833",,,,,,,,,,,
,,,,,"$GPGGA,185809.000,3951.0860,N,07530.8381,W,1,08,1.11,140.1,M,-33.9,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185809.000,A,3951.0860,N,07530.8381,W,18.52,21.10,070424,,,A*7B",39.851433,-75.513968,"39.85143333,-75.51396833",,,,,,,,,,,
,,,,,"$GPGGA,185810.000,3951.0910,N,07530.8356,W,1,08,1.11,140.7,M,-33.9,M,,*5B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
,,,,,"$GPRMC,185810.000,A,3951.0910,N,07530.8356,W,19.19,22.07,070424,,,A*74",39.851517,-75.513927,"39.85151667,-75.51392667",,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,17,286,17,12,04,318,,02,02,055,*4E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185811.000,A,3951.0962,N,07530.8330,W,19.70,23.69,070424,,,A*76",39.851603,-75.513883,"39.85160333,-75.51388333",,,,,,,,,,,
,,,,,"$GPGGA,185812.000,3951.1010,N,07530.8299,W,1,08,1.11,142.3,M,-33.9,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.11,0.86*00",,,,,,,,,,,,,,
